Initializing Parameters Merge
Initializing Parameters Split
Reading train dataset for 1 scales
Reading train dataset for 2 scales
Reading train dataset for 3 scales
Reading test dataset for 5 scales
TRAINING --> | Epoch 0 | Iter 0 / 8192 | Loss 85.96346282958984 | Accuracy Train 0.0 | Elapsed 1.333191156387329 | dynamic True | Learning Rate 0.001
TRAINING --> | Epoch 14 | Iter 6400 / 8192 | Loss 0.14722378551959991 | Accuracy Train 0.921875 | Elapsed 0.9374105930328369 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6528 / 8192 | Loss 0.20905038714408875 | Accuracy Train 0.8984375 | Elapsed 0.8947007656097412 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6656 / 8192 | Loss 0.3156360387802124 | Accuracy Train 0.8515625 | Elapsed 0.9141755104064941 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6784 / 8192 | Loss 0.20792321860790253 | Accuracy Train 0.8984375 | Elapsed 0.9147274494171143 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6912 / 8192 | Loss 0.23175165057182312 | Accuracy Train 0.9140625 | Elapsed 0.9287075996398926 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7040 / 8192 | Loss 0.18372896313667297 | Accuracy Train 0.8984375 | Elapsed 0.8922042846679688 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7168 / 8192 | Loss 0.21768677234649658 | Accuracy Train 0.9453125 | Elapsed 0.8938999176025391 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7296 / 8192 | Loss 0.18917757272720337 | Accuracy Train 0.9453125 | Elapsed 0.8934729099273682 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7424 / 8192 | Loss 0.22068527340888977 | Accuracy Train 0.875 | Elapsed 0.9312169551849365 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7552 / 8192 | Loss 0.19798891246318817 | Accuracy Train 0.90625 | Elapsed 0.8992278575897217 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7680 / 8192 | Loss 0.20915958285331726 | Accuracy Train 0.8828125 | Elapsed 0.9170639514923096 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7808 / 8192 | Loss 0.23821698129177094 | Accuracy Train 0.90625 | Elapsed 0.9174911975860596 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 7936 / 8192 | Loss 0.21002373099327087 | Accuracy Train 0.8984375 | Elapsed 0.912891149520874 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 8064 / 8192 | Loss 0.15535226464271545 | Accuracy Train 0.9296875 | Elapsed 0.8927698135375977 | dynamic True | Learning Rate 6.666666666666667e-05
Saving model parameters
TRAINING --> | Epoch 15 | Iter 0 / 8192 | Loss 0.24168142676353455 | Accuracy Train 0.8359375 | Elapsed 0.8960838317871094 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 128 / 8192 | Loss 0.24012844264507294 | Accuracy Train 0.8828125 | Elapsed 0.8940601348876953 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 256 / 8192 | Loss 0.1890815943479538 | Accuracy Train 0.9453125 | Elapsed 0.917515754699707 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 384 / 8192 | Loss 0.24170076847076416 | Accuracy Train 0.8984375 | Elapsed 0.8946173191070557 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 512 / 8192 | Loss 0.22554033994674683 | Accuracy Train 0.859375 | Elapsed 0.8917975425720215 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 640 / 8192 | Loss 0.19111275672912598 | Accuracy Train 0.8984375 | Elapsed 0.9157729148864746 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 768 / 8192 | Loss 0.2247667759656906 | Accuracy Train 0.9296875 | Elapsed 0.9473898410797119 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 896 / 8192 | Loss 0.18253974616527557 | Accuracy Train 0.921875 | Elapsed 0.8972740173339844 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1024 / 8192 | Loss 0.30746883153915405 | Accuracy Train 0.9375 | Elapsed 0.8958108425140381 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1152 / 8192 | Loss 0.19359666109085083 | Accuracy Train 0.8515625 | Elapsed 0.9045746326446533 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1280 / 8192 | Loss 0.20380926132202148 | Accuracy Train 0.8984375 | Elapsed 0.8957552909851074 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1408 / 8192 | Loss 0.192472904920578 | Accuracy Train 0.8671875 | Elapsed 0.9166114330291748 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1536 / 8192 | Loss 0.14879049360752106 | Accuracy Train 0.9765625 | Elapsed 0.9137163162231445 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1664 / 8192 | Loss 0.16674715280532837 | Accuracy Train 0.9765625 | Elapsed 0.8929369449615479 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1792 / 8192 | Loss 0.24482718110084534 | Accuracy Train 0.8515625 | Elapsed 0.8938500881195068 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 1920 / 8192 | Loss 0.1455247849225998 | Accuracy Train 0.9453125 | Elapsed 0.8979642391204834 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2048 / 8192 | Loss 0.1704205572605133 | Accuracy Train 0.9453125 | Elapsed 0.8961117267608643 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2176 / 8192 | Loss 0.17639270424842834 | Accuracy Train 0.90625 | Elapsed 0.8968398571014404 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2304 / 8192 | Loss 0.23980820178985596 | Accuracy Train 0.9140625 | Elapsed 0.933556079864502 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2432 / 8192 | Loss 0.21808454394340515 | Accuracy Train 0.90625 | Elapsed 0.890941858291626 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2560 / 8192 | Loss 0.20755916833877563 | Accuracy Train 0.875 | Elapsed 0.9103415012359619 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2688 / 8192 | Loss 0.2445065677165985 | Accuracy Train 0.8984375 | Elapsed 0.9385402202606201 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2816 / 8192 | Loss 0.3107447624206543 | Accuracy Train 0.8984375 | Elapsed 0.8947803974151611 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 2944 / 8192 | Loss 0.17074868083000183 | Accuracy Train 0.9375 | Elapsed 0.8951907157897949 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3072 / 8192 | Loss 0.20961305499076843 | Accuracy Train 0.8671875 | Elapsed 0.9317030906677246 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3200 / 8192 | Loss 0.1809912770986557 | Accuracy Train 0.8828125 | Elapsed 0.8952250480651855 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3328 / 8192 | Loss 0.27800121903419495 | Accuracy Train 0.859375 | Elapsed 0.8963546752929688 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3456 / 8192 | Loss 0.21941757202148438 | Accuracy Train 0.890625 | Elapsed 0.8916223049163818 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3584 / 8192 | Loss 0.25713369250297546 | Accuracy Train 0.84375 | Elapsed 0.8946559429168701 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3712 / 8192 | Loss 0.25772625207901 | Accuracy Train 0.890625 | Elapsed 0.894050121307373 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3840 / 8192 | Loss 0.2269275188446045 | Accuracy Train 0.8828125 | Elapsed 0.8977160453796387 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 3968 / 8192 | Loss 0.2827264368534088 | Accuracy Train 0.859375 | Elapsed 0.895113468170166 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4096 / 8192 | Loss 0.17990899085998535 | Accuracy Train 0.90625 | Elapsed 0.8985044956207275 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4224 / 8192 | Loss 0.2280888557434082 | Accuracy Train 0.90625 | Elapsed 0.8965084552764893 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4352 / 8192 | Loss 0.17622332274913788 | Accuracy Train 0.9375 | Elapsed 0.8993170261383057 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4480 / 8192 | Loss 0.19319391250610352 | Accuracy Train 0.875 | Elapsed 0.8910732269287109 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4608 / 8192 | Loss 0.16418349742889404 | Accuracy Train 0.9140625 | Elapsed 0.8920166492462158 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4736 / 8192 | Loss 0.23173603415489197 | Accuracy Train 0.8828125 | Elapsed 0.893993616104126 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4864 / 8192 | Loss 0.21818432211875916 | Accuracy Train 0.8671875 | Elapsed 0.9371180534362793 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 4992 / 8192 | Loss 0.21112513542175293 | Accuracy Train 0.953125 | Elapsed 0.8949623107910156 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5120 / 8192 | Loss 0.21906372904777527 | Accuracy Train 0.8671875 | Elapsed 0.8956525325775146 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5248 / 8192 | Loss 0.21361057460308075 | Accuracy Train 0.9140625 | Elapsed 0.8989598751068115 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5376 / 8192 | Loss 0.2780033051967621 | Accuracy Train 0.9140625 | Elapsed 0.8960535526275635 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5504 / 8192 | Loss 0.18129943311214447 | Accuracy Train 0.890625 | Elapsed 0.8922045230865479 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5632 / 8192 | Loss 0.26430270075798035 | Accuracy Train 0.890625 | Elapsed 0.8918085098266602 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5760 / 8192 | Loss 0.15026985108852386 | Accuracy Train 0.9296875 | Elapsed 0.893017053604126 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 5888 / 8192 | Loss 0.27834203839302063 | Accuracy Train 0.8984375 | Elapsed 0.9443774223327637 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6016 / 8192 | Loss 0.2239953726530075 | Accuracy Train 0.90625 | Elapsed 0.8960368633270264 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6144 / 8192 | Loss 0.24269573390483856 | Accuracy Train 0.875 | Elapsed 0.896937370300293 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6272 / 8192 | Loss 0.18340294063091278 | Accuracy Train 0.90625 | Elapsed 0.8963525295257568 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6400 / 8192 | Loss 0.1695886105298996 | Accuracy Train 0.9140625 | Elapsed 0.8976380825042725 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6528 / 8192 | Loss 0.18924114108085632 | Accuracy Train 0.890625 | Elapsed 0.8914632797241211 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6656 / 8192 | Loss 0.2699235677719116 | Accuracy Train 0.84375 | Elapsed 0.8921749591827393 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6784 / 8192 | Loss 0.20355156064033508 | Accuracy Train 0.890625 | Elapsed 0.9206974506378174 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 6912 / 8192 | Loss 0.21493780612945557 | Accuracy Train 0.875 | Elapsed 0.8968884944915771 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7040 / 8192 | Loss 0.1752500981092453 | Accuracy Train 0.921875 | Elapsed 0.8951787948608398 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7168 / 8192 | Loss 0.21757644414901733 | Accuracy Train 0.9296875 | Elapsed 0.9380209445953369 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7296 / 8192 | Loss 0.17754720151424408 | Accuracy Train 0.953125 | Elapsed 0.8956682682037354 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7424 / 8192 | Loss 0.20476767420768738 | Accuracy Train 0.859375 | Elapsed 0.9445042610168457 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7552 / 8192 | Loss 0.1815108060836792 | Accuracy Train 0.9296875 | Elapsed 0.9112265110015869 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7680 / 8192 | Loss 0.19927948713302612 | Accuracy Train 0.890625 | Elapsed 0.8917598724365234 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7808 / 8192 | Loss 0.22763821482658386 | Accuracy Train 0.9140625 | Elapsed 0.8918182849884033 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 7936 / 8192 | Loss 0.18718171119689941 | Accuracy Train 0.8828125 | Elapsed 0.8944246768951416 | dynamic True | Learning Rate 6.25e-05
TRAINING --> | Epoch 15 | Iter 8064 / 8192 | Loss 0.25377702713012695 | Accuracy Train 0.8828125 | Elapsed 0.9067864418029785 | dynamic True | Learning Rate 6.25e-05
Saving model parameters
TRAINING --> | Epoch 16 | Iter 0 / 8192 | Loss 0.19613592326641083 | Accuracy Train 0.8828125 | Elapsed 0.8976171016693115 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 128 / 8192 | Loss 0.2082127034664154 | Accuracy Train 0.890625 | Elapsed 0.9483623504638672 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 256 / 8192 | Loss 0.17042648792266846 | Accuracy Train 0.9375 | Elapsed 0.8963878154754639 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 384 / 8192 | Loss 0.2679874300956726 | Accuracy Train 0.8984375 | Elapsed 0.8959677219390869 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 512 / 8192 | Loss 0.21431396901607513 | Accuracy Train 0.8828125 | Elapsed 0.8907837867736816 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 640 / 8192 | Loss 0.1928657740354538 | Accuracy Train 0.9140625 | Elapsed 0.8915865421295166 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 768 / 8192 | Loss 0.27870839834213257 | Accuracy Train 0.8828125 | Elapsed 0.9492852687835693 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 896 / 8192 | Loss 0.15829311311244965 | Accuracy Train 0.90625 | Elapsed 0.8928709030151367 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1024 / 8192 | Loss 0.31777292490005493 | Accuracy Train 0.90625 | Elapsed 0.897808313369751 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1152 / 8192 | Loss 0.1947135031223297 | Accuracy Train 0.890625 | Elapsed 0.9174573421478271 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1280 / 8192 | Loss 0.18979232013225555 | Accuracy Train 0.921875 | Elapsed 0.9016623497009277 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1408 / 8192 | Loss 0.17300432920455933 | Accuracy Train 0.8984375 | Elapsed 0.9237110614776611 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1536 / 8192 | Loss 0.15500777959823608 | Accuracy Train 0.9609375 | Elapsed 0.8949296474456787 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1664 / 8192 | Loss 0.16562321782112122 | Accuracy Train 0.9296875 | Elapsed 0.9148669242858887 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1792 / 8192 | Loss 0.2503112554550171 | Accuracy Train 0.84375 | Elapsed 0.8923618793487549 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 1920 / 8192 | Loss 0.16125154495239258 | Accuracy Train 0.9140625 | Elapsed 0.895068883895874 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2048 / 8192 | Loss 0.1930759847164154 | Accuracy Train 0.953125 | Elapsed 0.9297587871551514 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2176 / 8192 | Loss 0.18154768645763397 | Accuracy Train 0.9296875 | Elapsed 0.8943991661071777 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2304 / 8192 | Loss 0.2384101152420044 | Accuracy Train 0.890625 | Elapsed 0.896895170211792 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2432 / 8192 | Loss 0.20791786909103394 | Accuracy Train 0.9140625 | Elapsed 0.8951752185821533 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2560 / 8192 | Loss 0.17435288429260254 | Accuracy Train 0.921875 | Elapsed 0.9179930686950684 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2688 / 8192 | Loss 0.18006126582622528 | Accuracy Train 0.90625 | Elapsed 0.8924102783203125 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2816 / 8192 | Loss 0.21048402786254883 | Accuracy Train 0.90625 | Elapsed 0.9053544998168945 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 2944 / 8192 | Loss 0.22665707767009735 | Accuracy Train 0.90625 | Elapsed 0.9308769702911377 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3072 / 8192 | Loss 0.2272796481847763 | Accuracy Train 0.8515625 | Elapsed 0.8974661827087402 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3200 / 8192 | Loss 0.19504964351654053 | Accuracy Train 0.921875 | Elapsed 0.8946125507354736 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3328 / 8192 | Loss 0.25064557790756226 | Accuracy Train 0.8828125 | Elapsed 0.8992009162902832 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3456 / 8192 | Loss 0.23375621438026428 | Accuracy Train 0.890625 | Elapsed 0.8969523906707764 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3584 / 8192 | Loss 0.2748018205165863 | Accuracy Train 0.8828125 | Elapsed 0.8918054103851318 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3712 / 8192 | Loss 0.25530457496643066 | Accuracy Train 0.84375 | Elapsed 0.8924939632415771 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3840 / 8192 | Loss 0.2870379388332367 | Accuracy Train 0.8671875 | Elapsed 0.895073652267456 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 3968 / 8192 | Loss 0.3075845241546631 | Accuracy Train 0.8671875 | Elapsed 0.8937797546386719 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 4096 / 8192 | Loss 0.2824861705303192 | Accuracy Train 0.8984375 | Elapsed 0.9290449619293213 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 4224 / 8192 | Loss 0.20772048830986023 | Accuracy Train 0.9375 | Elapsed 0.8949558734893799 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 4352 / 8192 | Loss 0.2094825804233551 | Accuracy Train 0.9140625 | Elapsed 0.8961431980133057 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 4480 / 8192 | Loss 0.17352047562599182 | Accuracy Train 0.8671875 | Elapsed 0.896172285079956 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 4608 / 8192 | Loss 0.14945785701274872 | Accuracy Train 0.8984375 | Elapsed 0.8951916694641113 | dynamic True | Learning Rate 5.882352941176471e-05
TRAINING --> | Epoch 16 | Iter 4736 / 8192 | Loss 0.21641632914543152 | Accuracy Train 0.8828125 | Elapsed 0.88974928855896 | dynamic True | Learning Rate 5.882352941176471e-05
